"Genotipo","Spain","cluster10snps"
8,"Spain",NA
14,"Spain",NA
1,"Spain",NA
8,"Spain","Cluster_110"
15,"Spain",NA
4,"Spain","Cluster_16"
5,"Spain",NA
8,"Spain","Cluster_141"
2,"Spain",NA
8,"Spain",NA
2,"Spain",NA
7,"Spain","Cluster_33"
4,"Spain",NA
6,"Spain",NA
7,"Spain","Cluster_33"
8,"Spain",NA
4,"Spain","Cluster_93"
11,NA,"Cluster_153"
4,NA,"Cluster_82"
10,NA,NA
2,"Spain",NA
6,"Spain",NA
8,NA,NA
14,NA,"Cluster_44"
2,"Spain",NA
6,NA,"Cluster_76"
9,"Spain",NA
5,"Spain","Cluster_164"
6,NA,NA
2,"Spain","Cluster_115"
8,NA,NA
7,"Spain","Cluster_33"
10,NA,NA
7,NA,"Cluster_33"
3,NA,"Cluster_45"
5,"Spain","Cluster_164"
2,"Spain",NA
4,"Spain",NA
9,NA,NA
5,NA,NA
5,"Spain","Cluster_46"
8,NA,"Cluster_119"
2,NA,"Cluster_179"
4,"Spain","Cluster_154"
2,"Spain","Cluster_179"
6,NA,NA
1,NA,"Cluster_18"
2,NA,"Cluster_179"
1,"Spain",NA
4,"Spain","Cluster_154"
7,"Spain",NA
2,"Spain","Cluster_179"
3,NA,NA
9,"Spain",NA
4,"Spain",NA
9,NA,"Cluster_39"
10,"Spain",NA
10,"Spain",NA
2,"Spain","Cluster_4"
6,NA,"Cluster_94"
9,NA,NA
6,NA,NA
7,NA,"Cluster_84"
14,NA,NA
6,NA,NA
4,NA,NA
5,"Spain",NA
4,NA,"Cluster_48"
9,NA,NA
10,NA,"Cluster_22"
5,"Spain",NA
9,"Spain","Cluster_134"
10,NA,NA
5,NA,NA
8,"Spain",NA
8,"Spain","Cluster_152"
10,"Spain",NA
15,"Spain","Cluster_13"
6,NA,NA
2,NA,NA
3,"Spain","Cluster_91"
1,"Spain","Cluster_83"
1,NA,"Cluster_125"
3,NA,"Cluster_35"
2,NA,"Cluster_1"
8,"Spain",NA
9,"Spain",NA
15,"Spain","Cluster_36"
8,"Spain",NA
2,"Spain","Cluster_144"
8,"Spain",NA
9,"Spain",NA
3,NA,NA
3,NA,"Cluster_6"
11,NA,"Cluster_147"
5,"Spain","Cluster_138"
4,"Spain",NA
2,NA,"Cluster_95"
11,NA,NA
6,"Spain","Cluster_165"
16,NA,"Cluster_49"
5,NA,NA
6,NA,"Cluster_76"
7,"Spain",NA
4,NA,NA
11,"Spain",NA
2,"Spain","Cluster_96"
6,NA,"Cluster_32"
10,"Spain","Cluster_155"
6,NA,"Cluster_112"
7,"Spain","Cluster_33"
5,"Spain",NA
4,"Spain",NA
3,"Spain","Cluster_88"
6,NA,NA
5,NA,NA
10,NA,NA
6,NA,"Cluster_32"
9,NA,"Cluster_50"
7,"Spain","Cluster_33"
14,NA,NA
1,NA,"Cluster_52"
9,NA,"Cluster_50"
8,NA,NA
15,NA,NA
9,"Spain",NA
8,"Spain","Cluster_170"
2,"Spain",NA
9,NA,NA
2,"Spain","Cluster_167"
14,"Spain","Cluster_97"
1,"Spain",NA
2,NA,NA
14,NA,"Cluster_97"
6,NA,NA
6,NA,NA
6,"Spain","Cluster_165"
11,NA,"Cluster_153"
14,"Spain",NA
3,"Spain","Cluster_17"
7,"Spain",NA
11,NA,NA
14,"Spain","Cluster_26"
8,"Spain","Cluster_152"
8,"Spain","Cluster_133"
5,"Spain","Cluster_46"
4,"Spain",NA
4,"Spain",NA
1,"Spain","Cluster_78"
9,NA,NA
9,"Spain",NA
2,"Spain","Cluster_179"
1,NA,"Cluster_174"
2,NA,NA
5,"Spain",NA
2,"Spain","Cluster_179"
2,"Spain","Cluster_179"
9,"Spain","Cluster_166"
2,NA,NA
5,"Spain","Cluster_46"
2,NA,"Cluster_179"
10,"Spain","Cluster_120"
8,NA,NA
10,NA,NA
2,NA,NA
7,"Spain","Cluster_33"
6,NA,"Cluster_54"
8,NA,"Cluster_119"
2,NA,"Cluster_122"
7,"Spain","Cluster_172"
2,"Spain",NA
2,NA,NA
2,"Spain","Cluster_171"
5,"Spain",NA
1,"Spain",NA
2,NA,NA
2,NA,NA
3,NA,NA
3,"Spain",NA
16,NA,"Cluster_23"
16,NA,NA
10,NA,NA
10,NA,"Cluster_77"
10,NA,"Cluster_77"
9,"Spain",NA
10,NA,"Cluster_77"
8,"Spain","Cluster_148"
13,"Spain",NA
1,"Spain",NA
2,"Spain",NA
8,"Spain","Cluster_148"
1,NA,"Cluster_3"
10,NA,"Cluster_77"
8,NA,NA
4,NA,NA
10,"Spain","Cluster_181"
7,NA,NA
11,NA,NA
1,"Spain","Cluster_98"
1,"Spain","Cluster_98"
5,NA,"Cluster_55"
6,"Spain","Cluster_99"
10,"Spain",NA
6,"Spain","Cluster_99"
1,"Spain","Cluster_98"
2,"Spain","Cluster_159"
1,"Spain",NA
2,"Spain","Cluster_157"
4,"Spain",NA
15,"Spain",NA
10,"Spain","Cluster_181"
6,"Spain","Cluster_76"
1,"Spain","Cluster_90"
2,NA,"Cluster_56"
2,NA,"Cluster_56"
2,"Spain",NA
1,NA,"Cluster_57"
2,"Spain",NA
3,"Spain","Cluster_91"
14,"Spain","Cluster_26"
5,"Spain","Cluster_55"
14,NA,NA
10,"Spain","Cluster_135"
5,NA,"Cluster_55"
8,"Spain",NA
5,"Spain","Cluster_55"
1,NA,"Cluster_100"
5,"Spain","Cluster_164"
5,"Spain",NA
2,NA,NA
5,"Spain","Cluster_164"
8,"Spain","Cluster_119"
8,"Spain","Cluster_137"
8,"Spain",NA
4,NA,NA
1,NA,"Cluster_100"
1,NA,"Cluster_123"
8,"Spain",NA
1,NA,"Cluster_100"
2,NA,NA
7,NA,NA
4,NA,NA
6,NA,"Cluster_165"
6,NA,"Cluster_101"
6,NA,"Cluster_101"
6,NA,NA
1,NA,"Cluster_100"
14,NA,"Cluster_102"
9,"Spain","Cluster_166"
14,NA,"Cluster_102"
2,NA,"Cluster_95"
2,NA,NA
7,"Spain",NA
1,"Spain","Cluster_98"
10,"Spain","Cluster_79"
1,NA,"Cluster_100"
4,NA,NA
7,NA,NA
2,NA,NA
4,NA,NA
2,"Spain","Cluster_34"
9,"Spain",NA
2,NA,"Cluster_60"
14,"Spain","Cluster_149"
2,NA,"Cluster_159"
8,"Spain","Cluster_152"
2,NA,"Cluster_60"
9,NA,NA
2,"Spain",NA
7,"Spain",NA
6,NA,"Cluster_32"
11,"Spain",NA
8,"Spain",NA
8,"Spain","Cluster_177"
2,"Spain",NA
1,"Spain",NA
6,NA,NA
1,NA,"Cluster_83"
3,NA,"Cluster_178"
4,NA,"Cluster_93"
7,"Spain","Cluster_10"
2,NA,NA
16,NA,NA
3,NA,"Cluster_178"
16,NA,NA
1,"Spain","Cluster_3"
1,NA,"Cluster_3"
11,NA,"Cluster_153"
11,NA,"Cluster_153"
8,"Spain",NA
7,"Spain","Cluster_92"
6,"Spain","Cluster_32"
1,"Spain","Cluster_125"
16,NA,NA
2,"Spain","Cluster_103"
2,NA,"Cluster_122"
11,NA,"Cluster_153"
4,NA,NA
2,NA,"Cluster_122"
2,NA,"Cluster_96"
8,NA,"Cluster_61"
8,NA,NA
8,"Spain",NA
2,NA,"Cluster_179"
11,NA,"Cluster_153"
8,"Spain",NA
4,NA,NA
2,"Spain",NA
2,"Spain","Cluster_162"
2,NA,"Cluster_162"
7,"Spain","Cluster_33"
10,NA,"Cluster_120"
2,"Spain","Cluster_85"
1,NA,NA
4,NA,"Cluster_151"
10,NA,NA
15,NA,NA
2,NA,"Cluster_179"
8,NA,"Cluster_61"
10,"Spain","Cluster_20"
3,NA,NA
15,NA,NA
2,"Spain",NA
10,NA,NA
6,NA,NA
2,NA,NA
10,NA,NA
16,"Spain",NA
2,"Spain","Cluster_104"
4,"Spain",NA
2,NA,NA
13,NA,NA
7,NA,NA
1,"Spain","Cluster_57"
7,NA,"Cluster_31"
15,"Spain",NA
2,"Spain","Cluster_62"
2,NA,"Cluster_62"
7,"Spain","Cluster_172"
6,NA,"Cluster_94"
1,"Spain","Cluster_90"
4,"Spain",NA
8,"Spain","Cluster_137"
10,"Spain","Cluster_181"
6,"Spain",NA
2,NA,NA
2,"Spain","Cluster_63"
7,"Spain","Cluster_10"
14,"Spain",NA
2,"Spain","Cluster_63"
11,NA,NA
8,NA,NA
8,"Spain","Cluster_64"
2,"Spain","Cluster_87"
3,NA,NA
10,NA,"Cluster_27"
2,"Spain","Cluster_104"
14,"Spain",NA
2,NA,"Cluster_19"
6,"Spain","Cluster_76"
6,"Spain","Cluster_32"
8,"Spain","Cluster_133"
1,NA,"Cluster_124"
6,"Spain","Cluster_76"
15,NA,NA
10,NA,"Cluster_65"
13,"Spain","Cluster_105"
5,"Spain",NA
6,"Spain","Cluster_76"
1,NA,NA
8,"Spain",NA
8,"Spain",NA
2,"Spain","Cluster_115"
7,"Spain","Cluster_84"
3,"Spain",NA
5,"Spain","Cluster_138"
6,"Spain","Cluster_32"
14,"Spain","Cluster_44"
2,"Spain",NA
5,"Spain","Cluster_138"
2,"Spain","Cluster_66"
3,NA,NA
8,NA,NA
4,"Spain",NA
2,NA,"Cluster_66"
7,NA,NA
3,NA,"Cluster_6"
6,NA,NA
6,"Spain",NA
10,NA,NA
2,"Spain","Cluster_4"
8,"Spain","Cluster_110"
1,NA,NA
8,"Spain",NA
3,NA,"Cluster_45"
10,"Spain","Cluster_135"
10,"Spain","Cluster_65"
8,"Spain","Cluster_118"
10,"Spain","Cluster_65"
1,"Spain","Cluster_83"
7,"Spain","Cluster_33"
10,NA,NA
1,"Spain","Cluster_125"
8,"Spain",NA
9,"Spain",NA
2,NA,NA
8,"Spain",NA
8,"Spain",NA
10,"Spain",NA
6,"Spain","Cluster_76"
5,"Spain","Cluster_43"
9,"Spain","Cluster_37"
8,NA,"Cluster_160"
1,NA,"Cluster_125"
2,NA,NA
6,NA,NA
7,"Spain",NA
15,NA,NA
5,NA,NA
6,NA,"Cluster_54"
7,NA,NA
6,NA,"Cluster_54"
1,"Spain",NA
10,"Spain",NA
6,"Spain","Cluster_106"
2,NA,"Cluster_67"
2,"Spain","Cluster_67"
1,"Spain","Cluster_78"
7,"Spain",NA
7,"Spain",NA
1,"Spain","Cluster_78"
7,"Spain",NA
1,"Spain",NA
6,"Spain","Cluster_101"
1,"Spain","Cluster_124"
8,NA,NA
13,NA,NA
10,NA,NA
3,"Spain","Cluster_180"
2,NA,"Cluster_66"
6,NA,NA
8,"Spain","Cluster_110"
9,NA,"Cluster_166"
2,NA,"Cluster_115"
7,"Spain",NA
16,NA,NA
6,NA,"Cluster_68"
10,NA,NA
13,NA,NA
7,NA,NA
6,"Spain","Cluster_76"
7,NA,NA
10,"Spain","Cluster_7"
9,"Spain",NA
8,"Spain",NA
9,"Spain","Cluster_39"
6,"Spain","Cluster_165"
6,"Spain","Cluster_69"
6,NA,"Cluster_69"
6,NA,NA
3,NA,"Cluster_139"
8,"Spain",NA
6,NA,NA
4,NA,NA
3,NA,"Cluster_139"
3,"Spain","Cluster_113"
6,NA,"Cluster_68"
8,NA,NA
1,NA,"Cluster_108"
8,"Spain",NA
8,"Spain","Cluster_137"
2,"Spain",NA
5,"Spain","Cluster_164"
2,"Spain",NA
6,"Spain","Cluster_32"
1,"Spain","Cluster_125"
1,"Spain","Cluster_125"
16,NA,NA
2,"Spain",NA
10,NA,NA
5,"Spain","Cluster_138"
5,"Spain","Cluster_138"
4,"Spain","Cluster_48"
5,"Spain","Cluster_130"
3,"Spain","Cluster_29"
12,NA,"Cluster_121"
1,NA,NA
1,NA,NA
10,"Spain","Cluster_158"
2,"Spain",NA
4,"Spain","Cluster_42"
10,"Spain",NA
2,"Spain",NA
8,"Spain",NA
8,"Spain",NA
10,"Spain",NA
3,"Spain","Cluster_178"
4,"Spain",NA
1,"Spain",NA
2,NA,"Cluster_179"
3,"Spain","Cluster_126"
14,NA,"Cluster_44"
9,"Spain","Cluster_127"
2,"Spain",NA
2,"Spain","Cluster_179"
9,"Spain",NA
2,"Spain",NA
8,NA,"Cluster_110"
10,"Spain",NA
8,"Spain",NA
8,"Spain",NA
2,"Spain",NA
2,NA,NA
10,NA,NA
8,"Spain",NA
8,NA,"Cluster_70"
8,NA,"Cluster_70"
9,"Spain","Cluster_117"
13,NA,NA
1,NA,NA
1,"Spain",NA
8,"Spain","Cluster_15"
1,"Spain","Cluster_125"
9,"Spain",NA
7,NA,NA
11,NA,"Cluster_131"
5,"Spain","Cluster_21"
4,NA,NA
4,NA,NA
9,"Spain","Cluster_107"
8,"Spain","Cluster_177"
8,"Spain",NA
11,"Spain","Cluster_147"
3,"Spain","Cluster_178"
2,NA,NA
10,"Spain","Cluster_135"
5,"Spain",NA
14,"Spain",NA
4,NA,NA
9,NA,"Cluster_107"
2,"Spain",NA
2,"Spain",NA
9,"Spain","Cluster_107"
4,"Spain",NA
2,"Spain",NA
1,"Spain","Cluster_52"
9,"Spain",NA
6,"Spain",NA
5,"Spain",NA
9,"Spain","Cluster_37"
4,NA,"Cluster_169"
4,"Spain","Cluster_93"
10,"Spain",NA
13,NA,"Cluster_105"
2,"Spain","Cluster_140"
2,"Spain","Cluster_179"
1,NA,"Cluster_71"
2,"Spain",NA
8,NA,NA
8,"Spain",NA
1,"Spain","Cluster_83"
6,"Spain","Cluster_106"
2,"Spain","Cluster_104"
8,"Spain",NA
14,NA,NA
8,"Spain","Cluster_72"
2,NA,"Cluster_179"
1,"Spain",NA
4,"Spain",NA
2,"Spain",NA
1,"Spain","Cluster_71"
13,NA,NA
5,"Spain",NA
9,"Spain",NA
8,"Spain","Cluster_72"
15,NA,NA
14,"Spain","Cluster_149"
8,"Spain",NA
2,"Spain",NA
2,NA,"Cluster_103"
9,"Spain",NA
1,NA,NA
6,NA,"Cluster_112"
6,"Spain","Cluster_76"
7,"Spain","Cluster_175"
4,"Spain","Cluster_132"
5,"Spain",NA
16,NA,"Cluster_49"
4,"Spain",NA
6,"Spain","Cluster_76"
8,"Spain","Cluster_64"
5,NA,NA
10,"Spain",NA
8,"Spain",NA
2,"Spain","Cluster_96"
14,NA,NA
8,"Spain","Cluster_160"
6,"Spain","Cluster_9"
10,"Spain","Cluster_156"
4,NA,NA
2,"Spain","Cluster_63"
5,"Spain","Cluster_21"
8,"Spain","Cluster_160"
1,NA,NA
7,"Spain","Cluster_10"
6,NA,NA
2,NA,NA
1,NA,NA
2,NA,"Cluster_19"
5,"Spain","Cluster_43"
8,"Spain",NA
6,NA,NA
8,"Spain","Cluster_110"
7,"Spain","Cluster_10"
2,"Spain","Cluster_25"
5,"Spain","Cluster_164"
7,"Spain",NA
15,NA,NA
7,NA,"Cluster_175"
5,"Spain",NA
4,"Spain","Cluster_154"
10,NA,"Cluster_128"
11,NA,NA
8,"Spain",NA
16,NA,"Cluster_49"
2,"Spain","Cluster_25"
16,"Spain",NA
11,"Spain",NA
4,"Spain",NA
7,"Spain",NA
3,NA,"Cluster_45"
2,"Spain","Cluster_73"
2,"Spain","Cluster_140"
10,NA,"Cluster_156"
10,"Spain","Cluster_79"
1,"Spain","Cluster_125"
2,"Spain",NA
10,NA,"Cluster_128"
10,"Spain","Cluster_135"
2,"Spain",NA
9,"Spain","Cluster_37"
14,"Spain",NA
10,NA,"Cluster_128"
16,NA,NA
6,NA,NA
2,"Spain",NA
9,"Spain",NA
8,NA,NA
8,"Spain",NA
16,NA,"Cluster_23"
4,"Spain",NA
8,"Spain",NA
8,"Spain",NA
6,NA,NA
1,"Spain",NA
1,"Spain","Cluster_125"
6,"Spain","Cluster_76"
3,"Spain","Cluster_126"
2,"Spain",NA
2,NA,NA
2,"Spain",NA
3,"Spain","Cluster_180"
9,NA,"Cluster_127"
15,NA,NA
6,NA,NA
2,NA,"Cluster_73"
2,"Spain","Cluster_104"
7,NA,NA
1,"Spain",NA
7,"Spain","Cluster_175"
8,"Spain","Cluster_170"
2,NA,NA
7,"Spain",NA
2,"Spain","Cluster_73"
7,"Spain","Cluster_86"
1,NA,NA
8,"Spain",NA
1,"Spain","Cluster_125"
8,"Spain","Cluster_74"
4,"Spain",NA
8,"Spain","Cluster_143"
3,NA,"Cluster_109"
2,"Spain",NA
7,NA,"Cluster_2"
4,"Spain",NA
2,"Spain","Cluster_171"
2,NA,"Cluster_75"
2,"Spain","Cluster_75"
2,NA,NA
8,NA,NA
9,"Spain","Cluster_163"
8,"Spain","Cluster_74"
10,NA,"Cluster_155"
5,"Spain",NA
2,"Spain","Cluster_87"
1,"Spain","Cluster_3"
7,"Spain","Cluster_89"
4,"Spain",NA
2,NA,NA
10,"Spain","Cluster_181"
