ID,Genotipo
G2606,5
G2610,5
G2660,5
G2685,5
G2698,5
G2837,5
G287,5
G368m,5
G398m,5
G401m,5
G403m,5
G410m,5
G553m,5
G566m,5
G571m,5
G589,5
G681m,5
G846m,5
G921,5
G1000,6
G1010,6
G1012,6
G1059m,6
G1170,6
G117,6
G1201,6
G130,6
G1316,6
G1318,6
G1422,6
G1428,6
G1513,6
G1533,6
G1611,6
G1627,6
G1644,6
G167,6
G1703,6
G1717,6
G1828m,6
G1858m,6
G1860,6
G1864,6
G1867m,6
G1908,6
G1910,6
G1970,6
G1997,6
G2027,6
G2099,6
G2120,6
G2171,6
G2195,6
G2218,6
G2220,6
G2227,6
G224,6
G2276,6
G2278,6
G2334,6
G2383,6
G2420,6
G2447,6
G2479,6
G2481,6
G2483m,6
G2571,6
G2579,6
G2620,6
G2630,6
G3058,6
G3061,6
G409,6
G498m,6
G499m,6
G552m,6
G556m,6
G587,6
G73,6
G766m,6
G817m,6
G830m,6
G83,6
G860m,6
G923m,6
G950,6
G95m_NOSIP,6
G980,6
G01,7
G02,7
G1137,7
G1144,7
G1332,7
G1358,7
G1582,7
G1915,7
G1916,7
G1922,7
G1925,7
G1941,7
G2024,7
G2095,7
G2114,7
G2228,7
G2229,7
G2281,7
G2705,7
G2728,7
G2979,7
G298m,7
G3000,7
G828m,7
G1063,8
G1073,8
G1089,8
G1156,8
G1277,8
G1364,8
G1440,8
G1563,8
G1664,8
G1711,8
G1724,8
G1770,8
G19,8
G205,8
G2146,8
G2179,8
G2435,8
G2451,8
G2688,8
G2836,8
G317m,8
G356m,8
G377,8
G470m,8
G883,8
G888,8
G940,8
G1128,9
G122,9
G1349,9
G1562,9
G1620,9
G1628,9
G1697,9
G1718,9
G1818,9
G183,9
G2098,9
G2112,9
G2500,9
G2622,9
G2668,9
G1058,10
G116,10
G1192,10
G126,10
G1279,10
G1285,10
G1334,10
G1404,10
G1429,10
G1467,10
G1487,10
G1489,10
G1497,10
G1544,10
G1630,10
G1654,10
G1671,10
G1687,10
G1701,10
G1774,10
G1854,10
G1934,10
G1948,10
G2029,10
G2037,10
G2044,10
G2052,10
G2074,10
G212,10
G2134,10
G2145,10
G2188,10
G2267,10
G2305,10
G2313,10
G2345,10
G2371m,10
G2468,10
G2491,10
G259,10
G2695,10
G313m,10
G334,10
G460,10
G463m,10
G486,10
G545m,10
G570,10
G67m,10
G782m,10
G873m,10
G937,10
G947,10
G109,11
G1160,11
G1185,11
G1191,11
G1286,11
G1351,11
G1359,11
G1378,11
G1496,11
G1499,11
G1530,11
G1583,11
G1615m,11
G1661,11
G1693,11
G1868m,11
G1907,11
G1953,11
G1967,11
G1984,11
G1989,11
G1994,11
G2071,11
G2187,11
G2246,11
G2436,11
G2478,11
G2534,11
G2986,11
G357m,11
G501m,11
G548,11
G627m,11
G634m,11
G824m,11
G987,11
G152,12
G1728,12
G1745m,12
G1889,12
G1939,12
G1946,12
G1968,12
G2072,12
G2083,12
G208,12
G2119,12
G2196,12
G2653,12
G2669,12
G2684,12
G2780,12
G307m,12
G308m,12
G314m,12
G536m,12
G63,12
G733,12
G78,12
G1614,13
G2258,13
G2289,13
G2291,13
G2293,13
G1022,14
G1280,14
G135,14
G1741,14
G2031m,14
G213,14
G2144,14
G2148m,14
G2796,14
G579,14
G1293,15
G1369,15
G1438,15
G1459,15
G1518,15
G1765,15
G1767,15
G1841,15
G1849m,15
G1850,15
G1870,15
G191,15
G2016,15
G2026,15
G2033,15
G2186,15
G2200,15
G2222,15
G2295,15
G2296,15
G2298,15
G3060,15
G459m,15
G478m,15
G642,15
G682,15
G768m,15
G979,15
G1011,16
G1036,16
G1449,16
G1571,16
G1603,16
G1610,16
G1732,16
G1823,16
G1825,16
G1859,16
G1998,16
G201,16
G2062,16
G2130,16
G2273,16
G2580,16
G2631,16
G2641,16
G2654,16
G2707,16
G2779,16
G2789,16
G2920,16
G621m,16
G637m,16
G882m,16
G119,17
G1302m,17
G143,17
G1461,17
G1557,17
G1585,17
G1715,17
G1923,17
G2039,17
G2064,17
G2137,17
G214,17
G2152,17
G2316,17
G2318,17
G2319,17
G2416,17
G2460,17
G2602,17
G2632,17
G2671,17
G2822,17
G2843,17
G3062,17
G60,17
G1002,18
G1238FE28,18
G1458,18
G1537,18
G1731,18
G1743,18
G1786,18
G1801,18
G1827,18
G1885,18
G1985,18
G2070,18
G2125,18
G2147,18
G2176m,18
G2314,18
G2965,18
G2982,18
G525m,18
G669,18
G879m,18
G164,19
G168,19
G1958,19
G2017,19
G2092,19
G2173,19
G2174,19
G2211,19
G2259,19
G2261,19
G243,19
G2512,19
G2706,19
G2798Lib2,19
G2801,19
G2805,19
G2894,19
G2970,19
G2971,19
G2978,19
G3003,19
G561m,19
G694m,19
G757m,19
G856m,19
G901,19
G1303,20
G1570,20
G1578,20
G1938,20
G2133,20
G2249,20
G2547,20
G2567,20
G280,20
G453m,20
G623m,20
G778m,20
G917,20
G1476,21
G1604,21
G1617,21
G1704,21
G1756m,21
G1787,21
G1821,21
G1862,21
G1940,21
G1983m,21
G1986,21
G2020,21
G2023m,21
G2143,21
G2155m,21
G2209,21
G2312,21
G2415,21
G2485,21
G2755,21
G278m,21
G924,21
G1558,22
G1739,22
G1763,22
G1769,22
G1853,22
G2065,22
G2347,22
G2661,22
G1023,23
G1725,23
G1784,23
G2048,23
G2704,23
G2809,23
G826m,23
G91,23
G922,23
G945,23
G984,23
G04,24
G1246,24
G1261,24
G1308,24
G1432,24
G145,24
G1577,24
G1855m,24
G190,24
G1935,24
G2180,24
G2215,24
G2338,24
G2443,24
G246,24
G258,24
G2607,24
G2812,24
G2817,24
G2874,24
G2912,24
G2921,24
G693m,24
G764m,24
G77,24
G101,25
G1180,25
G1181,25
G1312,25
G1325,25
G1446,25
G150m,25
G1762,25
G1782,25
G1954,25
G1965,25
G196,25
G2107,25
G2165,25
G2477,25
G2725,25
G2856,25
G405m,25
G76,25
G919,25
G926,25
G1133m,26
G1190,26
G1314,26
G1452,26
G1568,26
G1581,26
G1826,26
G1866m,26
G1956,26
G1971,26
G1999,26
G2162,26
G2237,26
G2241,26
G2292,26
G2301,26
G2302,26
G2418,26
G2615,26
G262,26
G2657,26
G26,26
G2727,26
G2766,26
G2959,26
G3057,26
G350m,26
G444,26
G641m,26
G876m,26
G1268,27
G1269,27
G1323,27
G1329,27
G1355,27
G1366,27
G1465,27
G1542,27
G1564,27
G1633,27
G1702,27
G1742,27
G180m,27
G1819,27
G1857m,27
G1945,27
G1969,27
G2089,27
G209,27
G2104,27
G2184,27
G2203,27
G2245,27
G2308m,27
G2410,27
G242,27
G245m,27
G266,27
G2770,27
G2785,27
G2981,27
G428m,27
G467m,27
G468m,27
G559,27
G563,27
G651m,27
G665,27
G684m,27
G75,27
G863m,27
G1056,28
G1107,28
G120,28
G1274,28
G1296,28
G1328,28
G1353m,28
G137,28
G1431,28
G1469,28
G1519m,28
G1613,28
G1618,28
G1619,28
G1647,28
G1683,28
G1685,28
G1740,28
G1750,28
G1835,28
G1851,28
G1865,28
G186,28
G1914,28
G1955,28
G1988,28
G202,28
G2034,28
G2101,28
G2185,28
G2213,28
G2300m,28
G2470,28
G2471,28
G2472,28
G25,28
G2636,28
G2691,28
G2743,28
G2772,28
G2828,28
G3004,28
G3053,28
G348m,28
G407m,28
G408m,28
G431m,28
G435m,28
G558m,28
G565m,28
G580m,28
G584m,28
G81,28
G868m,28
G878,28
G934,28
G94,28
G960,28
G976,28
G1065,29
G1322,29
G1403,29
G1447,29
G1509,29
G1726,29
G1760,29
G1913,29
G2015,29
G2051,29
G2063,29
G2167,29
G2192,29
G2199,29
G233,29
G2386,29
G2867,29
G1536,30
G2102,30
G465,30
G497m,30
G500m,30
G512m,30
G1202,31
G1321,31
G1344,31
G1514,31
G1638,31
G1652,31
G1900,31
G1926,31
G1942,31
G2030,31
G2080,31
G211,31
G2191,31
G2767,31
G2954,31
G439m,31
G594m,31
G1062m,32
G1068,32
G1360,32
G1368,32
G1375,32
G1420,32
G1543,32
G1648,32
G1653,32
G1700,32
G1759,32
G1766,32
G1785,32
G1852,32
G2054m,32
G2075,32
G2154,32
G2160,32
G2164,32
G2235,32
G2413,32
G2783,32
G2962,32
G395m,32
G402m,32
G450m,32
G538m,32
G58,32
G848m,32
G861m,32
G89,32
G975,32
G990,32
G991,32
G992,32
G1015,33
G103,33
G1158m,33
G1204,33
G1258,33
G1270,33
G128,33
G1327,33
G1376,33
G1379,33
G1407,33
G1501FE36,33
G1586,33
G1663,33
G1758,33
G1896m,33
G1921,33
G1936,33
G1957,33
G2090,33
G2151,33
G2204,33
G2233,33
G2234,33
G2236,33
G2244,33
G226,33
G2511,33
G2527,33
G2761,33
G2953,33
G3077,33
G337,33
G406m,33
G650,33
G788FE29,33
G839m,33
G850m,33
G108,34
G1141,34
G123,34
G1320,34
G1350,34
G142,34
G1437,34
G146m,34
G1524,34
G1576,34
G1651,34
G1708,34
G1747,34
G1751,34
G1761,34
G1799,34
G1805,34
G1831,34
G1839,34
G1911,34
G1996,34
G2022,34
G2055m,34
G2057,34
G2079,34
G2081,34
G2138,34
G2202,34
G2232,34
G2248,34
G2271,34
G2290,34
G2343Lib2,34
G2486,34
G2496,34
G250,34
G260,34
G2623,34
G2648,34
G2709,34
G2730,34
G2740,34
G2749,34
G2773,34
G2804,34
G2831,34
G290m,34
G322m,34
G351,34
G419m,34
G474m,34
G549m,34
G675,34
G832m,34
G835m,34
G84,34
G977,34
G99,34
G1017,35
G1727,35
G1992,35
G2135,35
G2177,35
G2252,35
G2458m,35
G2459m,35
G2466,35
G2476,35
G1498,36
G2181,36
G2417,36
G1636,37
G2117,37
G2121,37
G454m,37
G469m,37
G79,37
G820,37
G2612,38
G177m,39
G318,39
G1161,40
G1736,40
G2238,40
G2650,40
G551m,40
G2541,41
G2911,41
G1507,42
G1733,42
G1757,42
G1791,42
G1803,42
G2830,42
G440,42
G577,42
G127,43
G1517,43
G1525,43
G1635,43
G2182,43
G2284,43
G1365,44
G1924,44
G2066,44
G2156,44
G2328,44
G2332,44
G564m,44
G1009,45
G1018,45
G1631,45
G1753,45
G1932,45
G1944,45
G1962,45
G200,45
G2169,45
G2172,45
G2178m,45
G229,45
G24,45
G261,45
G2626,45
G268,45
G393m,45
G482m,45
G583m,45
G661m,45
G85,45
G995,45
G1093m,46
G1532,46
G1637,46
G1675,46
G1817,46
G1861,46
G1892,46
G1912,46
G2103,46
G2497,46
G257,46
G581m,46
G891,46
G1304,47
G1305,47
G2091,47
G1309,48
G1310,48
G1521,48
G1573,48
G1579,48
G1634,48
G1906,48
G2163m,48
G227,48
G2501,48
G2645,48
G1966,49
G2791,49
G770m,49
G1043,50
G2231,50
G253,50
G3073,50
G1273,51
G1494,51
G1495,51
G1621,51
G2230,51
G2452,51
G871m,51
G1492,52
G1705,52
G1822,52
G1837,52
G1898,52
G1943,52
G2128,52
G2463,52
G630m,52
G810m,52
G818m,52
G851m,52
G1500FE27,53
G1660,53
G2450,53
G2875,53
