DATASET_COLORSTRIP,,
SEPARATOR COMMA,,
DATASET_LABEL, fastlvl1,
G919,#b2df8a,3
G926,#b2df8a,3
G934,#b2df8a,3
G94,#b2df8a,3
G960,#b2df8a,3
G975,#b2df8a,3
G976,#b2df8a,3
G977,#b2df8a,3
G990,#b2df8a,3
G991,#b2df8a,3
G992,#b2df8a,3
G99,#b2df8a,3
G1009,#33a02c,4
G1018,#33a02c,4
G1043,#33a02c,4
G1093m,#33a02c,4
G1161,#33a02c,4
G1273,#33a02c,4
G127,#33a02c,4
G1304,#33a02c,4
G1305,#33a02c,4
G1309,#33a02c,4
G1310,#33a02c,4
G1365,#33a02c,4
G1492,#33a02c,4
G1494,#33a02c,4
G1495,#33a02c,4
G1500FE27,#33a02c,4
G1507,#33a02c,4
G1517,#33a02c,4
G1521,#33a02c,4
G1525,#33a02c,4
G1532,#33a02c,4
G1573,#33a02c,4
G1579,#33a02c,4
G1621,#33a02c,4
G1631,#33a02c,4
G1634,#33a02c,4
G1635,#33a02c,4
G1637,#33a02c,4
G1660,#33a02c,4
G1675,#33a02c,4
G1705,#33a02c,4
G1733,#33a02c,4
G1736,#33a02c,4
G1753,#33a02c,4
G1757,#33a02c,4
G177m,#33a02c,4
G1791,#33a02c,4
G1803,#33a02c,4
G1817,#33a02c,4
G1822,#33a02c,4
G1837,#33a02c,4
G1861,#33a02c,4
G1892,#33a02c,4
G1898,#33a02c,4
G1906,#33a02c,4
G1912,#33a02c,4
G1924,#33a02c,4
G1932,#33a02c,4
G1943,#33a02c,4
G1944,#33a02c,4
G1962,#33a02c,4
G1966,#33a02c,4
G200,#33a02c,4
G2066,#33a02c,4
G2091,#33a02c,4
G2103,#33a02c,4
G2128,#33a02c,4
G2156,#33a02c,4
G2163m,#33a02c,4
G2169,#33a02c,4
G2172,#33a02c,4
G2178m,#33a02c,4
G2182,#33a02c,4
G2230,#33a02c,4
G2231,#33a02c,4
G2238,#33a02c,4
G227,#33a02c,4
G2284,#33a02c,4
G229,#33a02c,4
G2328,#33a02c,4
G2332,#33a02c,4
G2450,#33a02c,4
G2452,#33a02c,4
G2463,#33a02c,4
G2497,#33a02c,4
G24,#33a02c,4
G2501,#33a02c,4
G253,#33a02c,4
G2541,#33a02c,4
G257,#33a02c,4
G261,#33a02c,4
G2626,#33a02c,4
G2645,#33a02c,4
G2650,#33a02c,4
G268,#33a02c,4
G2791,#33a02c,4
G2830,#33a02c,4
G2875,#33a02c,4
G2911,#33a02c,4
G3073,#33a02c,4
G318,#33a02c,4
G393m,#33a02c,4
G440,#33a02c,4
G482m,#33a02c,4
G551m,#33a02c,4
G564m,#33a02c,4
G577,#33a02c,4
G581m,#33a02c,4
G583m,#33a02c,4
G630m,#33a02c,4
G661m,#33a02c,4
G770m,#33a02c,4
G810m,#33a02c,4
G818m,#33a02c,4
G851m,#33a02c,4
G85,#33a02c,4
G871m,#33a02c,4
G891,#33a02c,4
G995,#33a02c,4
